,ts_code,trade_date,total_mv,float_mv,total_share,float_share,free_share,turnover_rate,turnover_rate_f,pe,pe_ttm,pb
969,000001.SH,20080102,3.37E+13,6.40E+12,1.93E+12,3.28E+11,2.63E+11,2.29,2.85,55.01,47.15,6.5
970,000001.SH,20080103,3.40E+13,6.46E+12,1.93E+12,3.28E+11,2.63E+11,2.95,3.68,55.39,47.43,6.54
971,000001.SH,20080104,3.43E+13,6.53E+12,1.93E+12,3.29E+11,2.63E+11,2.42,3.02,55.87,47.85,6.6
972,000001.SH,20080107,3.44E+13,6.64E+12,1.93E+12,3.30E+11,2.63E+11,2.74,3.44,56.11,48.02,6.62
973,000001.SH,20080108,3.45E+13,6.58E+12,1.93E+12,3.31E+11,2.64E+11,3.06,3.84,56.19,48.11,6.63
974,000001.SH,20080109,3.47E+13,6.77E+12,1.93E+12,3.32E+11,2.64E+11,2.29,2.87,56.64,48.49,6.68
975,000001.SH,20080110,3.53E+13,6.85E+12,1.94E+12,3.32E+11,2.65E+11,2.89,3.62,56.82,49.11,6.7
976,000001.SH,20080111,3.55E+13,6.88E+12,1.94E+12,3.33E+11,2.65E+11,2.62,3.3,57.2,49.43,6.74
977,000001.SH,20080114,3.55E+13,6.93E+12,1.94E+12,3.33E+11,2.65E+11,2.35,2.96,57.29,49.51,6.75
978,000001.SH,20080115,3.52E+13,6.91E+12,1.94E+12,3.33E+11,2.65E+11,2.41,3.03,56.75,49.07,6.69
979,000001.SH,20080116,3.42E+13,6.72E+12,1.94E+12,3.33E+11,2.65E+11,2.67,3.35,55.15,47.69,6.5
980,000001.SH,20080117,3.33E+13,6.55E+12,1.94E+12,3.33E+11,2.65E+11,2.96,3.71,53.68,46.41,6.32
981,000001.SH,20080118,3.35E+13,6.61E+12,1.94E+12,3.33E+11,2.65E+11,2.05,2.58,53.98,46.67,6.36
982,000001.SH,20080121,3.18E+13,6.31E+12,1.94E+12,3.33E+11,2.65E+11,2.26,2.84,51.22,44.07,6.03
983,000001.SH,20080122,2.95E+13,5.81E+12,1.94E+12,3.33E+11,2.65E+11,2.75,3.46,47.49,40.86,5.59
984,000001.SH,20080123,3.04E+13,6.08E+12,1.94E+12,3.34E+11,2.65E+11,2.62,3.3,48.86,42.04,5.76
985,000001.SH,20080124,3.04E+13,6.18E+12,1.94E+12,3.34E+11,2.65E+11,2.69,3.39,48.88,42.04,5.76
986,000001.SH,20080125,3.07E+13,6.23E+12,1.94E+12,3.34E+11,2.65E+11,2.32,2.93,49.41,42.5,5.82
987,000001.SH,20080128,2.85E+13,5.81E+12,1.94E+12,3.34E+11,2.65E+11,2.06,2.6,45.83,39.42,5.4
988,000001.SH,20080129,2.87E+13,5.87E+12,1.94E+12,3.34E+11,2.65E+11,1.5,1.89,46.19,39.73,5.44
989,000001.SH,20080130,2.84E+13,5.82E+12,1.94E+12,3.34E+11,2.65E+11,1.64,2.07,45.72,39.33,5.38
990,000001.SH,20080131,2.82E+13,5.69E+12,1.94E+12,3.34E+11,2.65E+11,1.34,1.7,45.4,39.02,5.35
991,000001.SH,20080201,2.79E+13,5.60E+12,1.94E+12,3.35E+11,2.65E+11,1.58,2,44.89,38.59,5.29
992,000001.SH,20080204,3.02E+13,6.06E+12,1.94E+12,3.35E+11,2.65E+11,1.77,2.24,48.21,41.52,5.71
993,000001.SH,20080205,2.97E+13,6.22E+12,1.94E+12,3.40E+11,2.68E+11,1.48,1.88,47.22,40.84,5.62
994,000001.SH,20080213,2.90E+13,6.11E+12,1.94E+12,3.40E+11,2.67E+11,1.05,1.33,46.08,39.85,5.49
995,000001.SH,20080214,2.94E+13,6.21E+12,1.94E+12,3.41E+11,2.67E+11,1,1.27,46.68,40.37,5.56
996,000001.SH,20080215,2.90E+13,6.13E+12,1.94E+12,3.41E+11,2.67E+11,1.19,1.52,46.07,39.86,5.49
997,000001.SH,20080218,2.94E+13,6.28E+12,1.94E+12,3.41E+11,2.67E+11,1.61,2.05,46.73,40.43,5.56
998,000001.SH,20080219,3.01E+13,6.41E+12,1.94E+12,3.41E+11,2.67E+11,1.75,2.23,47.68,41.25,5.68
999,000001.SH,20080220,2.94E+13,6.28E+12,1.94E+12,3.41E+11,2.67E+11,1.92,2.44,46.61,40.36,5.55
1000,000001.SH,20080221,2.91E+13,6.26E+12,1.94E+12,3.41E+11,2.68E+11,1.78,2.27,46.09,39.93,5.5
1001,000001.SH,20080222,2.84E+13,6.09E+12,1.96E+12,3.43E+11,2.69E+11,1.96,2.5,44.6,38.81,5.31
1002,000001.SH,20080225,2.73E+13,5.87E+12,1.96E+12,3.43E+11,2.69E+11,1.71,2.17,42.72,37.21,5.09
1003,000001.SH,20080226,2.76E+13,5.90E+12,1.96E+12,3.43E+11,2.69E+11,1.62,2.06,43.2,37.6,5.16
1004,000001.SH,20080227,2.83E+13,6.13E+12,1.96E+12,3.45E+11,2.69E+11,1.46,1.87,44.17,38.47,5.28
1005,000001.SH,20080228,2.80E+13,6.12E+12,1.96E+12,3.46E+11,2.69E+11,1.38,1.77,43.51,38.09,5.23
1006,000001.SH,20080229,2.83E+13,6.20E+12,1.96E+12,3.46E+11,2.69E+11,1.38,1.77,43.85,38.44,5.28
1007,000001.SH,20080303,2.89E+13,6.60E+12,1.96E+12,3.51E+11,2.69E+11,2.23,2.9,44.64,39.12,5.38
1008,000001.SH,20080304,2.82E+13,6.45E+12,1.96E+12,3.51E+11,2.73E+11,2.47,3.17,43.41,38.15,5.25
1009,000001.SH,20080305,2.79E+13,6.42E+12,1.96E+12,3.51E+11,2.73E+11,2.1,2.7,42.88,37.73,5.2
1010,000001.SH,20080306,2.84E+13,6.51E+12,1.96E+12,3.51E+11,2.73E+11,2.41,3.1,43.53,38.37,5.28
1011,000001.SH,20080307,2.80E+13,6.40E+12,1.96E+12,3.51E+11,2.73E+11,1.61,2.07,42.86,37.81,5.21
1012,000001.SH,20080310,2.70E+13,6.16E+12,1.96E+12,3.52E+11,2.73E+11,1.54,1.99,41.21,36.41,5.02
1013,000001.SH,20080311,2.71E+13,6.18E+12,1.96E+12,3.52E+11,2.73E+11,1.31,1.68,41.36,36.56,5.04
1014,000001.SH,20080312,2.65E+13,6.02E+12,1.96E+12,3.53E+11,2.73E+11,1.52,1.96,40.42,35.75,4.93
1015,000001.SH,20080313,2.59E+13,5.86E+12,1.96E+12,3.53E+11,2.73E+11,1.69,2.18,39.4,34.92,4.81
1016,000001.SH,20080314,2.58E+13,5.81E+12,1.96E+12,3.53E+11,2.73E+11,1.1,1.43,39.3,34.83,4.8
1017,000001.SH,20080317,2.49E+13,5.50E+12,1.96E+12,3.54E+11,2.73E+11,1.34,1.73,37.33,33.5,4.63
1018,000001.SH,20080318,2.39E+13,5.22E+12,1.96E+12,3.55E+11,2.73E+11,1.56,2.03,35.69,32.16,4.44
1019,000001.SH,20080319,2.45E+13,5.39E+12,1.96E+12,3.56E+11,2.73E+11,1.67,2.17,36.09,32.84,4.55
1020,000001.SH,20080320,2.48E+13,5.55E+12,1.96E+12,3.56E+11,2.73E+11,1.99,2.58,35.74,33.06,4.58
1021,000001.SH,20080321,2.47E+13,5.59E+12,1.96E+12,3.56E+11,2.74E+11,1.79,2.32,35.6,32.97,4.57
1022,000001.SH,20080324,2.38E+13,5.38E+12,1.98E+12,3.58E+11,2.76E+11,1.64,2.13,34.02,31.62,4.35
1023,000001.SH,20080325,2.38E+13,5.44E+12,1.98E+12,3.58E+11,2.76E+11,1.47,1.91,34.03,31.65,4.36
1024,000001.SH,20080326,2.37E+13,5.45E+12,1.98E+12,3.59E+11,2.79E+11,1.28,1.65,31.09,30.9,4.31
1025,000001.SH,20080327,2.24E+13,5.19E+12,1.98E+12,3.59E+11,2.79E+11,1.53,1.97,29.21,29.16,4.07
1026,000001.SH,20080328,2.36E+13,5.42E+12,1.98E+12,3.59E+11,2.79E+11,1.76,2.26,30.45,30.57,4.27
1027,000001.SH,20080331,2.29E+13,5.25E+12,1.98E+12,3.59E+11,2.79E+11,1.31,1.68,29.46,29.6,4.16
1028,000001.SH,20080401,2.21E+13,4.97E+12,1.98E+12,3.59E+11,2.79E+11,1.52,1.95,28.36,28.51,4.01
1029,000001.SH,20080402,2.23E+13,4.91E+12,1.98E+12,3.60E+11,2.80E+11,1.81,2.33,28.68,28.74,4.05
1030,000001.SH,20080403,2.30E+13,5.06E+12,1.98E+12,3.60E+11,2.80E+11,1.41,1.81,29.52,29.59,4.17
1031,000001.SH,20080407,2.39E+13,5.29E+12,1.98E+12,3.61E+11,2.80E+11,1.68,2.17,30.52,31.12,4.33
1032,000001.SH,20080408,2.40E+13,5.38E+12,1.98E+12,3.64E+11,2.80E+11,1.79,2.33,30.52,31.2,4.34
1033,000001.SH,20080409,2.27E+13,5.08E+12,1.98E+12,3.64E+11,2.80E+11,1.63,2.13,28.82,29.48,4.1
1034,000001.SH,20080410,2.30E+13,5.18E+12,1.98E+12,3.65E+11,2.80E+11,1.24,1.61,29.12,29.79,4.17
1035,000001.SH,20080411,2.32E+13,5.23E+12,1.98E+12,3.65E+11,2.80E+11,1.18,1.54,29.29,29.98,4.2
1036,000001.SH,20080414,2.19E+13,4.89E+12,1.98E+12,3.65E+11,2.83E+11,1.37,1.77,27.66,27.67,3.93
1037,000001.SH,20080415,2.22E+13,4.99E+12,1.99E+12,3.66E+11,2.83E+11,1.21,1.57,27.93,28.02,3.99
1038,000001.SH,20080416,2.19E+13,4.87E+12,1.99E+12,3.66E+11,2.83E+11,1.09,1.41,27.45,27.55,3.93
1039,000001.SH,20080417,2.14E+13,4.74E+12,1.99E+12,3.66E+11,2.83E+11,1.15,1.49,26.91,27.02,3.85
1040,000001.SH,20080418,2.06E+13,4.57E+12,1.99E+12,3.67E+11,2.84E+11,1.15,1.48,25.78,25.9,3.7
1041,000001.SH,20080421,2.08E+13,4.58E+12,1.99E+12,3.67E+11,2.85E+11,1.57,2.03,25.85,26.06,3.73
1042,000001.SH,20080422,2.11E+13,4.62E+12,1.99E+12,3.67E+11,2.85E+11,1.29,1.67,26.03,26.3,3.78
1043,000001.SH,20080423,2.19E+13,4.83E+12,1.99E+12,3.68E+11,2.89E+11,1.76,2.25,27.08,26.6,3.93
1044,000001.SH,20080424,2.40E+13,5.14E+12,1.99E+12,3.68E+11,2.89E+11,3.8,4.84,29.56,29.02,4.3
1045,000001.SH,20080425,2.38E+13,5.29E+12,1.99E+12,3.73E+11,2.89E+11,3.16,4.07,29.21,28.45,4.25
1046,000001.SH,20080428,2.32E+13,5.22E+12,1.99E+12,3.76E+11,2.91E+11,1.98,2.56,28.48,28.24,4.14
1047,000001.SH,20080429,2.35E+13,5.28E+12,1.99E+12,3.76E+11,2.97E+11,1.75,2.22,28.81,28.49,4.16
1048,000001.SH,20080430,2.47E+13,5.53E+12,1.99E+12,3.77E+11,2.98E+11,2.67,3.38,30.15,29.09,4.35
1049,000001.SH,20080505,2.51E+13,5.67E+12,2.00E+12,3.78E+11,2.98E+11,2.53,3.21,30.56,29.51,4.41
1050,000001.SH,20080506,2.49E+13,5.67E+12,2.00E+12,3.81E+11,2.98E+11,2.48,3.18,30.25,29.21,4.37
1051,000001.SH,20080507,2.39E+13,5.42E+12,2.00E+12,3.81E+11,2.98E+11,2.31,2.96,29.01,28.01,4.19
1052,000001.SH,20080508,2.43E+13,5.56E+12,2.00E+12,3.81E+11,2.98E+11,1.92,2.46,29.59,28.57,4.28
1053,000001.SH,20080509,2.40E+13,5.50E+12,2.00E+12,3.82E+11,2.98E+11,2.25,2.89,29.19,28.19,4.22
1054,000001.SH,20080512,2.41E+13,5.57E+12,2.00E+12,3.83E+11,2.98E+11,2.04,2.63,29.27,28.27,4.23
1055,000001.SH,20080513,2.38E+13,5.50E+12,2.02E+12,3.84E+11,2.99E+11,2.35,3.02,28.82,27.83,4.17
1056,000001.SH,20080514,2.45E+13,5.66E+12,2.02E+12,3.85E+11,2.99E+11,2.29,2.95,29.64,28.62,4.29
1057,000001.SH,20080515,2.43E+13,5.62E+12,2.02E+12,3.86E+11,2.99E+11,2.17,2.8,29.44,28.43,4.26
1058,000001.SH,20080516,2.42E+13,5.73E+12,2.02E+12,4.00E+11,2.99E+11,1.61,2.16,29.35,28.35,4.25
1059,000001.SH,20080519,2.41E+13,5.71E+12,2.02E+12,4.01E+11,2.99E+11,1.2,1.62,29.16,28.16,4.22
1060,000001.SH,20080520,2.30E+13,5.41E+12,2.02E+12,4.02E+11,2.99E+11,1.65,2.21,27.87,26.91,4.03
1061,000001.SH,20080521,2.36E+13,5.52E+12,2.02E+12,4.02E+11,2.99E+11,1.82,2.45,28.64,27.66,4.15
1062,000001.SH,20080522,2.32E+13,5.43E+12,2.03E+12,4.03E+11,2.99E+11,1.69,2.28,28.16,27.19,4.08
1063,000001.SH,20080523,2.32E+13,5.40E+12,2.03E+12,4.03E+11,2.99E+11,1.48,2,28.12,27.15,4.07
1064,000001.SH,20080526,2.25E+13,5.24E+12,2.03E+12,4.03E+11,2.99E+11,1.3,1.76,27.26,26.32,3.95
1065,000001.SH,20080527,2.26E+13,5.26E+12,2.03E+12,4.04E+11,2.99E+11,1.05,1.42,27.34,26.4,3.96
1066,000001.SH,20080528,2.31E+13,5.42E+12,2.03E+12,4.04E+11,2.99E+11,1.29,1.75,28.03,27.06,4.05
1067,000001.SH,20080529,2.27E+13,5.29E+12,2.03E+12,4.04E+11,2.99E+11,1.27,1.72,27.56,26.61,4
1068,000001.SH,20080530,2.30E+13,5.34E+12,2.03E+12,4.05E+11,2.99E+11,1.19,1.62,27.82,26.86,4.04
1069,000001.SH,20080602,2.31E+13,5.38E+12,2.03E+12,4.05E+11,2.99E+11,1.21,1.64,28.03,27.07,4.07
1070,000001.SH,20080603,2.30E+13,5.35E+12,2.03E+12,4.05E+11,2.99E+11,1.39,1.89,27.83,26.87,4.04
1071,000001.SH,20080604,2.25E+13,5.25E+12,2.03E+12,4.06E+11,2.99E+11,1.18,1.6,27.3,26.36,3.97
1072,000001.SH,20080605,2.24E+13,5.21E+12,2.03E+12,4.06E+11,2.99E+11,1.02,1.38,27.18,26.24,3.95
1073,000001.SH,20080606,2.23E+13,5.19E+12,2.03E+12,4.07E+11,2.99E+11,0.85,1.15,27,26.07,3.93
1074,000001.SH,20080610,2.06E+13,4.76E+12,2.03E+12,4.07E+11,2.99E+11,1.24,1.69,24.91,24.05,3.62
1075,000001.SH,20080611,2.03E+13,4.67E+12,2.03E+12,4.07E+11,2.99E+11,1.14,1.56,24.53,23.69,3.57
1076,000001.SH,20080612,1.98E+13,4.59E+12,2.03E+12,4.08E+11,2.99E+11,1.21,1.65,24.03,23.21,3.5
1077,000001.SH,20080613,1.93E+13,4.44E+12,2.03E+12,4.08E+11,2.99E+11,1,1.37,23.33,22.53,3.4
1078,000001.SH,20080616,1.93E+13,4.40E+12,2.03E+12,4.08E+11,2.99E+11,0.98,1.34,23.4,22.59,3.42
1079,000001.SH,20080617,1.88E+13,4.25E+12,2.03E+12,4.09E+11,2.99E+11,1.05,1.44,22.79,22.01,3.33
1080,000001.SH,20080618,1.98E+13,4.47E+12,2.03E+12,4.09E+11,2.99E+11,1.61,2.21,23.95,23.13,3.53
1081,000001.SH,20080619,1.85E+13,4.14E+12,2.03E+12,4.09E+11,2.99E+11,1.38,1.89,22.44,21.66,3.31
1082,000001.SH,20080620,1.91E+13,4.27E+12,2.03E+12,4.10E+11,2.99E+11,1.8,2.47,23.09,22.3,3.41
1083,000001.SH,20080623,1.86E+13,4.19E+12,2.03E+12,4.12E+11,2.99E+11,0.98,1.36,22.54,21.77,3.33
1084,000001.SH,20080624,1.89E+13,4.28E+12,2.03E+12,4.12E+11,2.99E+11,1.17,1.61,22.88,22.09,3.39
1085,000001.SH,20080625,1.95E+13,4.45E+12,2.03E+12,4.12E+11,2.99E+11,1.56,2.16,23.67,22.86,3.51
1086,000001.SH,20080626,1.95E+13,4.49E+12,2.03E+12,4.13E+11,2.99E+11,1.58,2.18,23.64,22.82,3.51
1087,000001.SH,20080627,1.85E+13,4.24E+12,2.03E+12,4.13E+11,2.99E+11,1.46,2.01,22.41,21.64,3.34
1088,000001.SH,20080630,1.84E+13,4.22E+12,2.03E+12,4.13E+11,2.99E+11,0.93,1.28,22.29,21.51,3.32
1089,000001.SH,20080701,1.78E+13,4.09E+12,2.04E+12,4.13E+11,2.99E+11,0.98,1.36,21.59,20.84,3.22
1090,000001.SH,20080702,1.78E+13,4.10E+12,2.04E+12,4.13E+11,2.99E+11,0.97,1.34,21.57,20.82,3.22
1091,000001.SH,20080703,1.81E+13,4.20E+12,2.04E+12,4.13E+11,2.99E+11,1.64,2.27,21.94,21.18,3.28
1092,000001.SH,20080704,1.79E+13,4.19E+12,2.04E+12,4.14E+11,2.99E+11,1.38,1.91,21.68,20.92,3.24
1093,000001.SH,20080707,1.87E+13,4.40E+12,2.04E+12,4.14E+11,2.99E+11,1.86,2.58,22.66,21.87,3.38
1094,000001.SH,20080708,1.88E+13,4.44E+12,2.04E+12,4.15E+11,2.99E+11,1.93,2.68,22.8,22.01,3.4
1095,000001.SH,20080709,1.96E+13,4.59E+12,2.04E+12,4.15E+11,2.99E+11,2.33,3.24,23.68,22.85,3.53
1096,000001.SH,20080710,1.93E+13,4.52E+12,2.04E+12,4.15E+11,2.99E+11,2.18,3.03,23.36,22.54,3.49
1097,000001.SH,20080711,1.92E+13,4.50E+12,2.04E+12,4.15E+11,2.99E+11,1.56,2.16,23.21,22.39,3.46
1098,000001.SH,20080714,1.93E+13,4.56E+12,2.04E+12,4.16E+11,2.99E+11,1.3,1.82,23.37,22.56,3.49
1099,000001.SH,20080715,1.86E+13,4.40E+12,2.04E+12,4.18E+11,2.99E+11,1.69,2.37,22.55,21.76,3.36
1100,000001.SH,20080716,1.81E+13,4.23E+12,2.04E+12,4.18E+11,2.99E+11,1.43,2,21.96,21.2,3.28
1101,000001.SH,20080717,1.80E+13,4.20E+12,2.04E+12,4.19E+11,2.99E+11,1.21,1.69,21.82,21.07,3.26
1102,000001.SH,20080718,1.86E+13,4.35E+12,2.04E+12,4.19E+11,2.99E+11,1.38,1.93,22.57,21.79,3.37
1103,000001.SH,20080721,1.92E+13,4.51E+12,2.04E+12,4.19E+11,2.99E+11,1.58,2.21,23.23,22.44,3.47
1104,000001.SH,20080722,1.91E+13,4.50E+12,2.04E+12,4.20E+11,3.00E+11,1.46,2.05,23.09,22.34,3.44
1105,000001.SH,20080723,1.90E+13,4.48E+12,2.04E+12,4.20E+11,3.00E+11,1.46,2.04,23.06,22.31,3.44
1106,000001.SH,20080724,1.95E+13,4.62E+12,2.04E+12,4.20E+11,3.00E+11,1.72,2.41,23.64,22.87,3.53
1107,000001.SH,20080725,1.92E+13,4.57E+12,2.04E+12,4.20E+11,3.00E+11,1.48,2.08,23.27,22.5,3.47
1108,000001.SH,20080728,1.95E+13,4.61E+12,2.04E+12,4.21E+11,3.00E+11,1.48,2.07,23.57,22.77,3.52
1109,000001.SH,20080729,1.91E+13,4.52E+12,2.04E+12,4.21E+11,3.00E+11,1.39,1.95,23.13,22.31,3.45
1110,000001.SH,20080730,1.90E+13,4.49E+12,2.04E+12,4.21E+11,3.01E+11,1.16,1.62,23.04,22.21,3.43
1111,000001.SH,20080731,1.86E+13,4.36E+12,2.04E+12,4.21E+11,3.01E+11,1.05,1.47,22.56,21.73,3.36
1112,000001.SH,20080801,1.88E+13,4.43E+12,2.04E+12,4.21E+11,3.02E+11,1.16,1.63,22.79,21.96,3.4
1113,000001.SH,20080804,1.84E+13,4.32E+12,2.04E+12,4.22E+11,3.02E+11,0.88,1.23,22.31,21.49,3.33
1114,000001.SH,20080805,1.81E+13,4.24E+12,2.04E+12,4.24E+11,3.02E+11,1,1.4,21.92,21.11,3.27
1115,000001.SH,20080806,1.83E+13,4.28E+12,2.04E+12,4.24E+11,3.02E+11,0.95,1.34,22.19,21.37,3.31
1116,000001.SH,20080807,1.84E+13,4.28E+12,2.04E+12,4.24E+11,3.02E+11,0.93,1.3,22.25,21.41,3.32
1117,000001.SH,20080808,1.76E+13,4.06E+12,2.04E+12,4.24E+11,3.02E+11,1.14,1.59,21.28,20.42,3.16
1118,000001.SH,20080811,1.67E+13,3.85E+12,2.04E+12,4.25E+11,3.05E+11,1.1,1.53,20.25,19.41,3.01
1119,000001.SH,20080812,1.67E+13,3.81E+12,2.04E+12,4.26E+11,3.05E+11,0.85,1.19,20.17,19.34,3
1120,000001.SH,20080813,1.65E+13,3.80E+12,2.04E+12,4.26E+11,3.05E+11,0.96,1.34,20.03,19.19,2.98
1121,000001.SH,20080814,1.65E+13,3.80E+12,2.04E+12,4.26E+11,3.05E+11,0.73,1.02,19.93,19.09,2.96
1122,000001.SH,20080815,1.65E+13,3.83E+12,2.04E+12,4.27E+11,3.06E+11,0.73,1.02,20.03,19.14,2.97
1123,000001.SH,20080818,1.57E+13,3.62E+12,2.04E+12,4.29E+11,3.07E+11,0.83,1.16,18.97,18.16,2.82
1124,000001.SH,20080819,1.58E+13,3.76E+12,2.04E+12,4.41E+11,3.07E+11,0.71,1.03,19.16,18.28,2.85
1125,000001.SH,20080820,1.70E+13,4.05E+12,2.04E+12,4.41E+11,3.07E+11,1.48,2.13,20.63,19.64,3.06
1126,000001.SH,20080821,1.64E+13,3.91E+12,2.04E+12,4.42E+11,3.08E+11,1.27,1.83,19.88,18.81,2.95
1127,000001.SH,20080822,1.63E+13,3.85E+12,2.04E+12,4.43E+11,3.11E+11,0.94,1.34,19.69,18.4,2.9
1128,000001.SH,20080825,1.63E+13,3.86E+12,2.04E+12,4.44E+11,3.13E+11,0.7,1,19.77,18.11,2.9
1129,000001.SH,20080826,1.60E+13,3.73E+12,2.04E+12,4.44E+11,3.18E+11,0.89,1.25,19.32,17.63,2.83
1130,000001.SH,20080827,1.59E+13,3.72E+12,2.04E+12,4.44E+11,3.32E+11,0.88,1.17,19.28,17.34,2.82
1131,000001.SH,20080828,1.60E+13,3.74E+12,2.05E+12,4.44E+11,3.32E+11,0.73,0.98,19.36,17.78,2.82
1132,000001.SH,20080829,1.63E+13,3.83E+12,2.05E+12,4.44E+11,3.32E+11,0.99,1.33,19.73,18.06,2.86
1133,000001.SH,20080901,1.58E+13,3.72E+12,2.06E+12,4.47E+11,3.35E+11,0.81,1.08,19.16,17.61,2.77
1134,000001.SH,20080902,1.57E+13,3.70E+12,2.06E+12,4.47E+11,3.35E+11,0.76,1.02,18.98,17.45,2.74
1135,000001.SH,20080903,1.55E+13,3.65E+12,2.06E+12,4.47E+11,3.35E+11,0.94,1.26,18.74,17.23,2.71
1136,000001.SH,20080904,1.55E+13,3.66E+12,2.06E+12,4.47E+11,3.35E+11,0.76,1.01,18.73,17.22,2.71
1137,000001.SH,20080905,1.50E+13,3.54E+12,2.06E+12,4.48E+11,3.35E+11,0.86,1.15,18.12,16.66,2.62
1138,000001.SH,20080908,1.46E+13,3.44E+12,2.06E+12,4.48E+11,3.35E+11,0.84,1.12,17.73,16.3,2.56
1139,000001.SH,20080909,1.47E+13,3.47E+12,2.06E+12,4.48E+11,3.35E+11,0.68,0.91,17.73,16.31,2.56
1140,000001.SH,20080910,1.47E+13,3.48E+12,2.06E+12,4.48E+11,3.35E+11,0.87,1.16,17.76,16.33,2.57
1141,000001.SH,20080911,1.42E+13,3.38E+12,2.06E+12,4.48E+11,3.35E+11,0.81,1.08,17.14,15.76,2.48
1142,000001.SH,20080912,1.42E+13,3.38E+12,2.06E+12,4.48E+11,3.35E+11,0.67,0.9,17.12,15.75,2.48
1143,000001.SH,20080916,1.34E+13,3.25E+12,2.06E+12,4.48E+11,3.35E+11,1.02,1.37,16.25,14.94,2.35
1144,000001.SH,20080917,1.29E+13,3.14E+12,2.06E+12,4.48E+11,3.35E+11,1.02,1.36,15.66,14.4,2.26
1145,000001.SH,20080918,1.27E+13,3.07E+12,2.06E+12,4.48E+11,3.35E+11,1.47,1.97,15.41,14.17,2.23
1146,000001.SH,20080919,1.40E+13,3.38E+12,2.06E+12,4.51E+11,3.37E+11,1.28,1.72,16.88,15.52,2.45
1147,000001.SH,20080922,1.51E+13,3.60E+12,2.06E+12,4.51E+11,3.37E+11,3.08,4.12,18.25,16.78,2.65
1148,000001.SH,20080923,1.49E+13,3.44E+12,2.06E+12,4.51E+11,3.37E+11,2.21,2.95,18.02,16.57,2.62
1149,000001.SH,20080924,1.50E+13,3.49E+12,2.06E+12,4.52E+11,3.37E+11,1.42,1.91,18.09,16.64,2.63
1150,000001.SH,20080925,1.55E+13,3.62E+12,2.06E+12,4.53E+11,3.37E+11,2.23,2.99,18.74,17.23,2.72
1151,000001.SH,20080926,1.55E+13,3.63E+12,2.06E+12,4.53E+11,3.37E+11,1.72,2.31,18.7,17.19,2.72
1152,000001.SH,20081006,1.46E+13,3.45E+12,2.06E+12,4.53E+11,3.37E+11,1.34,1.8,17.68,16.26,2.57
1153,000001.SH,20081007,1.45E+13,3.42E+12,2.06E+12,4.53E+11,3.38E+11,1.25,1.68,17.58,16.17,2.56
1154,000001.SH,20081008,1.41E+13,3.30E+12,2.06E+12,4.53E+11,3.38E+11,1.12,1.5,17,15.63,2.47
1155,000001.SH,20081009,1.39E+13,3.26E+12,2.06E+12,4.53E+11,3.38E+11,0.99,1.33,16.86,15.5,2.45
1156,000001.SH,20081010,1.34E+13,3.11E+12,2.06E+12,4.53E+11,3.38E+11,1.19,1.59,16.27,14.96,2.37
1157,000001.SH,20081013,1.40E+13,3.23E+12,2.06E+12,4.53E+11,3.38E+11,1.24,1.67,16.93,15.56,2.46
1158,000001.SH,20081014,1.36E+13,3.14E+12,2.06E+12,4.53E+11,3.38E+11,1.49,2.01,16.49,15.16,2.4
1159,000001.SH,20081015,1.35E+13,3.11E+12,2.06E+12,4.53E+11,3.38E+11,0.9,1.21,16.34,15.01,2.38
1160,000001.SH,20081016,1.29E+13,2.99E+12,2.06E+12,4.57E+11,3.38E+11,1.1,1.49,15.62,14.35,2.27
1161,000001.SH,20081017,1.30E+13,3.01E+12,2.06E+12,4.57E+11,3.38E+11,0.84,1.14,15.78,14.5,2.3
1162,000001.SH,20081020,1.33E+13,3.12E+12,2.06E+12,4.57E+11,3.38E+11,0.97,1.31,16.13,14.76,2.34
1163,000001.SH,20081021,1.32E+13,3.09E+12,2.06E+12,4.58E+11,3.38E+11,1.18,1.6,16,14.64,2.32
1164,000001.SH,20081022,1.28E+13,3.01E+12,2.06E+12,4.58E+11,3.38E+11,1.05,1.42,15.5,14.24,2.24
1165,000001.SH,20081023,1.26E+13,3.00E+12,2.06E+12,4.58E+11,3.38E+11,1.04,1.41,15.29,14.04,2.21
1166,000001.SH,20081024,1.24E+13,2.94E+12,2.06E+12,4.60E+11,3.39E+11,1,1.36,14.98,13.75,2.16
1167,000001.SH,20081027,1.16E+13,2.73E+12,2.06E+12,4.61E+11,3.40E+11,1.09,1.48,14.06,12.88,2.02
1168,000001.SH,20081028,1.20E+13,2.81E+12,2.06E+12,4.61E+11,3.40E+11,1.29,1.75,14.48,13.49,2.07
1169,000001.SH,20081029,1.16E+13,2.72E+12,2.06E+12,4.61E+11,3.40E+11,1.13,1.53,14.03,13.18,2
1170,000001.SH,20081030,1.19E+13,2.79E+12,2.06E+12,4.61E+11,3.40E+11,1.16,1.56,14.41,13.45,2.02
1171,000001.SH,20081031,1.17E+13,2.73E+12,2.06E+12,4.61E+11,3.41E+11,0.87,1.17,14.15,13.22,1.98
1172,000001.SH,20081103,1.17E+13,2.71E+12,2.06E+12,4.62E+11,3.41E+11,0.77,1.05,14.12,13.19,1.97
1173,000001.SH,20081104,1.16E+13,2.68E+12,2.06E+12,4.62E+11,3.41E+11,0.85,1.15,14.04,13.12,1.96
